custid,flag,t-5,t-4,t-3,t-2,t-1,t,t+1,t+2,t+3,t+4,t+5,t+6,t+7,t+8,t+9,t+10
10407,T,244.8,346.5,292.74,286.4866667,306.68,305.2614815,314.4685185,323.0123045,332.1655967,345.2387289,375.5568892,353.9612122,333.2294853,330.2271074,323.6225653,317.150114
10408,T,355.98,113.85,140.58,197.96,153,170.6366667,182.2333333,175.5592593,186.2196296,202.1580247,208.4602195,194.4928029,189.4254428,182.4178657,178.7695084,175.1941182
10409,T,46.92,265,508.98,270,341.22,382.3588889,348.3474074,376.0266667,391.2625514,396.7756927,429.6857979,415.1641518,386.2278718,369.9836175,362.5839452,355.3322663
10410,T,301,143.08,252,233,206.1266667,238.7311111,240.7896296,240.1733333,249.0390947,262.7893827,269.3552812,261.1810456,256.2055449,245.0176535,240.1173004,235.3149544
10411,T,113.85,160.72,222.75,171.36,181.9533333,200.6044444,194.9381481,201.8666667,204.1888477,213.2973937,231.3504344,214.4282884,214.0948509,201.3126292,197.2863766,193.3406491
10412,T,413,414.12,288.09,362.6,348.5533333,352.4444444,376.142963,374.288642,389.589465,421.000823,426.3835848,415.7766773,391.8958126,384.5577571,376.866602,369.3292699
10413,T,420.16,62.72,154.84,216.92,141.9911111,180.4444444,188.8219753,175.9115226,189.7079835,192.770663,204.0483067,200.6537154,193.5241173,186.4274439,182.698895,179.0449171
10414,T,353,254.52,147.46,252.8366667,216.1111111,214.3555556,239.1780247,231.7644444,235.5010974,247.8434019,264.8989941,254.4329513,239.9052893,232.962146,228.3029031,223.736845
10415,T,160.14,262,378.75,262.02,297.55,329.0777778,307.5203704,323.4394239,330.1115089,338.2508002,376.8630925,349.4237301,345.7876806,331.2476813,324.6227277,318.1302731
10416,T,344.96,441.98,99,294.6533333,283.5555556,236.8503704,289.6001235,281.5022222,275.7864472,303.2702515,310.0420668,309.12934,295.4180968,281.6250635,275.9925623,270.472711
10417,T,318.78,333,35.7,234.6,203.32,162.5166667,204.4388889,197.5733333,195.2205761,212.7941701,219.998139,208.6591831,210.1808312,200.2092957,196.2051098,192.2810076
10418,T,475.71,94.86,84.66,213.51,130.5555556,150.2277778,172.8846914,158.6779835,165.6412894,176.0488569,185.6879683,173.8099705,170.9966582,162.7962993,159.5403734,156.3495659
10419,T,198.97,430.44,505,369.27,435.9833333,447.9355556,433.8444444,460.7066667,475.8709465,505.8600823,530.4229538,499.8374608,486.6338084,461.8290996,452.5925176,443.5406672
10420,T,231.54,498.94,347,363.12,395.01,385.7,396.5577778,410.56,407.5119753,432.4473251,470.8556241,431.8594422,432.4979805,409.9488726,401.7498952,393.7148973
10421,T,184,475.2,245,306.03,339.24,311.7333333,333.0362963,343.3466667,343.7254321,364.1477092,376.5986283,374.9660722,357.2852553,344.5610798,337.6698582,330.916461
10422,T,125.46,104.94,175.23,132.6266667,136.6555556,158.1222222,151.7154321,156.8972016,159.9858711,166.720695,179.0183143,167.6339379,161.5063747,157.3537603,154.2066851,151.1225514
10423,T,405,90.09,465.5,323.6666667,293.59,376.0262963,348.1380247,356.4222222,375.2931413,396.519209,405.11025,403.6747447,374.9785758,362.1599207,354.9167223,347.8183879
10424,T,391.05,321.3,408,362.6,368.9,396.0833333,388.1111111,399.0666667,409.3312757,422.2769547,459.6448102,434.1554184,422.6256211,400.4922725,392.4824271,384.6327785
10425,T,307.72,197,404.94,302.6666667,301.8777778,342.8374074,333.2719753,339.5555556,351.5322359,362.421422,382.814603,380.439811,347.8045792,345.0194665,338.1190772,331.3566956
10426,T,279,375.21,337.59,326.34,354.51,351.9166667,358.9833333,372.44,383.9387654,401.5218519,422.6425103,404.9741655,384.5300899,367.4168425,360.0685056,352.8671355
10427,T,368.48,118.58,374,290.3333333,256.5422222,321.0518519,304.1545679,311.529177,329.0741289,335.0702698,350.2855022,337.2359803,321.5546065,310.2649247,304.0596262,297.9784337
10428,T,20.4,304.78,394,239.25,321.8666667,332.9277778,306.0037037,335.742428,336.059808,361.9846365,378.2757872,352.7265742,346.1000539,331.6260654,324.9935441,318.4936732
10429,T,482.78,234.63,264.6,321.7666667,275.66,301.027037,317.6597531,313.3377778,320.4839232,353.5314129,351.5036123,349.6819504,323.1725076,319.9379787,313.5392191,307.2684347
10430,T,314,281.26,231.66,278.3333333,261.1155556,267.3803704,286.8920988,285.8977778,287.9184911,302.8558299,331.0535742,315.2116715,296.9454602,286.1483371,280.4253704,274.816863
10431,T,434.14,107.8,175.44,239.25,176.3011111,205.8777778,218.385679,208.8179835,215.0021262,227.2877458,236.5418137,232.2162424,226.137551,212.0125956,207.7723437,203.6168969
10432,T,24.48,433,203.84,219.45,290.4311111,248.637037,264.3980247,279.3822222,278.9522085,282.681957,304.0585277,294.3880613,287.8083666,277.7350816,272.18038,266.7367724
10433,T,207.05,69.36,82.32,120.19,91.23666667,100.7111111,108.5125926,104.5733333,108.8909465,118.2817558,119.0701966,118.7173297,111.769303,108.6239428,106.451464,104.3224347
10434,T,289,320.28,147.51,255.68,240.2677778,221.0192593,247.7128395,248.5558848,244.9748834,258.5710745,274.9138073,272.3092212,252.6914276,249.9844525,244.9847634,240.0850681
10435,T,301,470,263.16,343,349.86,328.9133333,360.1644444,369.187037,369.1914815,377.4722634,420.1406036,385.536054,369.7430117,369.4134532,362.0251842,354.7846805
10436,T,134,31.62,87.87,84.84,65.98666667,83.41666667,82.31074074,79.78765432,86.21695473,90.62772291,91.08203018,90.85208352,87.55553015,83.7405155,82.06570519,80.42439109
10437,T,279.48,345.94,453.42,361.6666667,386.98,423.6944444,404.6259259,420.7830041,429.5078464,461.245112,479.128456,459.2865524,435.1816197,427.7655458,419.2102349,410.8260302
10438,T,468,264.62,202,310.6666667,260.8044444,264.6718519,294.5538272,287.203786,294.4225514,308.2073617,321.3524676,314.2074481,298.6160619,287.4526322,281.7035796,276.069508
10439,T,132.6,219,215.82,189,206.58,215.4833333,213.0207407,223.3961728,224.0831276,241.8181207,250.8671331,236.2059503,228.028768,220.0247828,215.6242872,211.3118014
10440,T,94.94,110.09,330.27,178.4333333,206.2644444,247.7611111,215.8981481,232.4888889,238.6546776,251.6680476,265.4728441,252.7429447,236.5473725,230.7256184,226.1111061,221.588884
10441,T,173,55.55,266,164.6666667,165.1266667,207.3944444,183.4259259,194.0558848,203.5898354,209.0940329,219.6650815,207.8358431,199.6124153,194.6200213,190.7276209,186.9130685
10442,T,250,184.24,126.25,183.9133333,165.22,167.8444444,181.757284,179.3555556,185.69262,189.5899223,204.8547096,200.0496875,183.7129469,181.7641807,178.1288971,174.5663192
10443,T,100.94,113.85,490.62,235.33,276.3333333,346.6166667,299.4018519,322.0075309,331.9600823,336.1896433,355.8161866,353.2849002,327.7202393,316.9464887,310.6075589,304.3954077
10444,T,343,155.43,483.79,331.9533333,324.7711111,387.6996296,366.1645679,377.929465,394.1763786,403.6985642,430.4401966,410.7016827,402.1145439,381.7337248,374.0990503,366.6170693
10445,T,481.14,10.89,306,260.3533333,194.1444444,265.2611111,251.0498765,243.1365844,262.7898491,262.4420668,291.8556622,275.6159899,267.2832698,255.6096363,250.4974436,245.4874947
10446,T,87.87,325.38,485,291.06,367,398.32,366.45,391.9766667,399.0611111,418.1585185,440.8134568,429.0878189,399.0887517,389.034289,381.2536032,373.6285311
10447,T,159.39,57.12,290.7,165.66,171.1388889,215.5496296,194.0398765,202.7579424,214.5253224,217.9720165,225.5431184,220.6596342,206.3788633,204.9809401,200.8813213,196.8636949
10448,T,416.12,491.64,32.64,302.4933333,268.7377778,213.1614815,281.0004938,267.0488889,264.4936626,286.7974851,293.9756744,283.2918844,283.1246287,264.7411919,259.4463681,254.2574407
10449,T,248,43.12,279.77,191.5633333,171.9244444,222.9111111,200.2648148,204.4580658,221.7999451,216.4759762,232.9600366,226.374445,221.3750302,213.9398691,209.6610718,205.4678503
10450,T,499,457.38,412,448.5133333,435.0111111,459.7444444,477.7219753,473.7281893,486.5877915,532.6233196,540.4363847,522.8131393,492.061295,474.1316553,464.6490222,455.3560417
10451,T,323,313.6,226.38,285.5066667,277.97,275.7348148,293.9351852,295.4697119,307.5452401,312.8865112,339.326086,322.6702241,312.087958,303.5433194,297.472453,291.5230039
10452,T,167.28,472.36,280.78,301.84,363.12,323.42,345.56,358.56,362.88,379.7066667,399.8888889,381.8533333,369.691358,353.2711111,346.2056889,339.2815751
10453,T,384.81,79,425.32,300.98,270.3333333,350.8166667,321.8718519,328.9108642,346.5712346,344.5724966,367.5643347,360.1499314,352.3046004,337.5078274,330.7576708,324.1425174
10454,T,106.05,244.02,142.41,166.65,185,168.5766667,183.2077778,187.16,188.0285185,200.4262963,207.3116735,204.81262,196.7702408,183.0105538,179.3503427,175.7633358
10455,T,132.3,231.66,164.22,180.2,190.5555556,184.8777778,193.775679,195.3564609,197.9079561,212.0005761,221.1004085,207.8982421,204.6083454,195.5088919,191.5987141,187.7667398
10456,T,73.44,31.68,285.83,126.42,148,196,163.8288889,177.7507407,186.5896296,182.9576955,197.2329218,196.0997028,180.0552964,175.7785541,172.262983,168.8177233
10457,T,180.32,61.38,242.55,162.03,156.8888889,196.0592593,178.1759259,185.4355556,197.8328669,198.5771834,217.0882868,209.1931718,197.856152,191.2373103,187.4125641,183.6643128
10458,T,497.76,160,141.4,267.92,187.5555556,204.6103704,228.5935802,217.9820576,222.4975583,247.9056241,248.3504222,243.6644556,231.6176017,218.742702,214.367848,210.080491
10459,T,334.62,58.41,440.55,280.6666667,261.5555556,342.237037,307.8580247,314.2453498,331.7936077,352.4451349,363.6646883,359.462399,342.6272401,322.4068343,315.9586976,309.6395237
10460,T,311.1,474,508.98,426,457.0066667,477.6911111,483.6796296,497.5733333,504.7279835,525.778738,555.2926246,549.9848194,508.5424707,495.1391678,485.2363845,475.5316568
10461,T,234.22,405.9,16.16,223.8833333,211.5711111,155.7207407,209.9841975,202.7955556,194.4580933,221.2195153,225.1508977,214.6661408,211.089778,200.9929924,196.9731325,193.0336699
10462,T,235.62,116.15,177.76,177.48,155,175.0666667,177.3822222,177.7103704,180.6304938,186.2732922,200.7293278,194.73615,184.578424,181.2671798,177.6418362,174.0889995
10463,T,208.06,319.77,31.36,185.13,184.28,137.2188889,178.6503704,173.1066667,171.9084774,190.6921948,194.3478738,187.1241899,175.9346898,173.7095582,170.235367,166.8306597
10464,T,62.37,404.74,63.24,179.3333333,213.7488889,159.2740741,192.7074074,201.5737449,189.5179561,207.8933928,217.6292242,212.0204796,204.7455947,197.1305351,193.1879244,189.3241659
10465,T,141.12,272.34,357.54,257.55,294.92,309.3433333,302.2155556,312.0040741,320.6024691,323.1176955,354.4292455,339.4834979,330.2848102,313.3426063,307.0757542,300.9342391
10466,T,180.32,39.6,282.54,167,162.9466667,211.8666667,187.3059259,194.3333333,204.7539095,211.6849383,218.8021948,219.7609511,203.9880587,197.1365341,193.1938034,189.3299273
10467,T,480.2,29.29,59.16,194.2566667,92.18,119.0607407,139.9740741,122.7244444,131.3173388,143.2926337,142.6322817,138.6927577,138.7417382,130.8391028,128.2223208,125.6578744
10468,T,406.02,70.56,100.98,187.18,118.2533333,142.3644444,156.9944444,147.9035802,156.1765432,160.4258985,171.527915,167.4421232,160.4098095,154.3195922,151.2332004,148.2085364
10469,T,154.44,165.33,333.54,216.6666667,241.6266667,267.9907407,254.5675309,267.0455144,277.4220027,289.8077138,301.8542981,282.3802418,269.3144405,269.7894263,264.3936378,259.105765
10470,T,34.3,26.46,391.05,150.81,191.4444444,253.647037,206.512963,226.2631687,237.7650343,242.1588843,263.8520043,253.7375883,236.979455,227.4097884,222.8615927,218.4043608
10471,T,227.7,26.52,89.89,116.15,76.66666667,96.36222222,99.82777778,94.62234568,102.5128395,105.7463649,109.0957476,107.3359534,102.5198029,99.62192789,97.62948933,95.67689955
10472,T,407.68,484.8,225.72,378.4133333,364.4977778,337.2444444,369.8592593,372.3555556,376.7361317,386.9310654,411.8598994,411.2370675,395.3655168,367.2633192,359.9180528,352.7196917
10473,T,371.25,165,118,221.5266667,164.0955556,174.9896296,196.1130864,187.4577778,194.9321399,213.679561,219.6886907,211.7727176,194.4413233,192.2008106,188.3567944,184.5896585
10474,T,116.15,465.12,288.66,287.5133333,348.0466667,312.0518519,328.194321,346.5482305,347.3920439,368.8376772,379.4075705,374.5222984,347.1473917,340.9546483,334.1355553,327.4528442
10475,T,147,97.02,363.33,204,223,272.6066667,244.3888889,256.1659259,269.3641975,281.1702058,296.2511523,284.7776497,276.1807118,260.0455418,254.844631,249.7477384
10476,T,112.7,77,289.87,162.86,176.3011111,215.357037,189.4537037,204.2157613,212.6982305,220.0330407,228.0618549,217.1850048,212.3669554,205.3824349,201.2747862,197.2492904
10477,T,128.27,323.73,106,186.6666667,210.6866667,171.3996296,195.8703704,203.2872428,197.7993141,213.773626,222.0782472,209.9290149,207.3061537,199.6660126,195.6726923,191.7592385
10478,T,415.52,15,243.78,228.26,160,218.75,211.9788889,202.0318519,220.2459259,230.2359671,232.9399177,233.1017924,220.3935742,210.6140466,206.4017657,202.2737304
10479,T,157.08,79.79,21,82.97333333,62.78666667,58.52777778,71.36024691,65.84683128,68.9176406,73.61889346,75.85848804,72.37520703,70.20013345,66.78590431,65.45018622,64.14118249
10480,T,427.28,153,111.18,227.0333333,163.5555556,173.1162963,199.031358,188.7135391,192.1928669,202.353187,213.1733775,212.6294772,204.1024573,189.3357773,185.5490617,181.8380805
10481,T,35.64,405.9,353.78,271.69,353.6,338.5777778,332.5651852,358.2332099,358.1417284,379.5844719,402.1676635,384.2354199,355.2623889,355.733208,348.6185439,341.646173
10482,T,383.52,301,317,324.7066667,310.1155556,334.4562963,342.5108642,342.8139095,353.8710562,369.9976452,395.1681984,382.6694904,360.111002,353.6036676,346.5315942,339.6009623
10483,T,409,403,94.08,299.64,269.8944444,228.6218519,279.7876543,273.6393416,275.1313032,289.0465569,312.6032617,299.714068,283.7783856,272.8544852,267.3973955,262.0494476
10484,T,168.67,196,487,281.82,327.1277778,383.4444444,340.8092593,361.5367078,376.8050754,375.2056333,409.5607484,392.8668882,371.1265576,368.6184123,361.246044,354.0211232
10485,T,173.4,421,223.44,267.54,307.3333333,280.2222222,300.2548148,306.7465432,307.7736626,320.0659122,351.2165341,335.6900945,322.4588142,305.3484957,299.2415257,293.2566952
10486,T,162.68,249,284.2,237.35,255.42,274.05,268.9266667,279.8877778,282.0074074,295.5995062,319.9897119,299.2038272,286.1781802,273.6481375,268.1751747,262.8116712
10487,T,300.86,118.32,124.74,179.34,143.0833333,157.7333333,167.7940741,163.567284,171.2032922,181.4124554,190.2754915,183.5279378,171.3225586,167.9798676,164.6202702,161.3278648
10488,T,432.63,45.45,87.87,185.8733333,108.2944444,134.3611111,148.6981481,136.9048971,143.5824554,158.248235,161.32795,155.2926881,148.6661405,140.2663409,137.4610141,134.7117938
10489,T,378.28,51.48,107.8,186.32,116.0377778,139.9274074,151.6925926,140.9581893,151.0877915,155.773626,162.7767718,162.9715369,155.9713601,147.3894589,144.4416697,141.5528364
10490,T,440.55,280.28,270,326.9933333,302.4866667,312.077037,328.7046914,323.3997942,340.6351715,351.3173754,376.9082152,365.4360616,347.3130305,328.7335833,322.1589116,315.7157334
10491,T,93.1,376.2,127.4,205.7,239.5944444,197.2148148,224.1716049,229.0888889,226.1644033,237.6433471,251.8131535,243.9928619,232.7146201,224.159244,219.6760591,215.282538
10492,T,243.04,172,131,185.5033333,158.9777778,166.9111111,176.6981481,176.2088889,183.0838957,191.3644627,198.2760479,195.2796469,180.7426171,177.2195458,173.6751549,170.2016518
10493,T,197.01,260,338.1,268,293.91,310.3733333,306.8522222,316.48,328.9619753,343.5888066,357.0248834,345.1642981,333.0063192,318.7400782,312.3652767,306.1179711
10494,T,231.29,355.52,193.8,262.14,261.0066667,244.9111111,268.9259259,272.8133333,277.7922634,289.1626886,303.3387563,297.5665645,280.8194442,270.5330773,265.1224157,259.8199674
10495,T,371.68,36,74.25,156.4733333,92.02666667,111.5451852,126.5587654,114.4488889,122.3429355,131.2689712,131.7550983,131.0635706,123.2331027,118.3732265,116.005762,113.6856468
10496,T,104,200,157.78,153.45,170.28,167.5466667,174.6477778,177.5803704,181.9851852,192.322963,197.7168724,189.0190901,182.5976223,180.997978,177.3780184,173.830458
10497,T,425.34,422,239.37,351.4933333,342.6144444,327.2111111,356.6965432,352.1576955,364.8419204,376.7233471,403.9853544,384.0151257,375.1057938,361.4239214,354.1954429,347.1115341
10498,T,87.72,492.88,198,260.58,321.64,265.5111111,290.8888889,308.8871605,297.2784362,330.4837311,344.6508276,323.0737174,310.5360606,299.2823777,293.2967301,287.4307955
10499,T,128.38,166.6,208,173.06,180.73,194.2103704,190.4335802,199.4520576,203.2700823,216.4864106,226.5195184,217.2640853,202.454101,200.802424,196.7863755,192.850648
10500,T,179.78,339.66,191,236.34,247.6133333,232.6655556,254.1448148,260.1735802,262.1168724,272.2597394,290.8834705,282.9084591,267.054887,259.8124591,254.61621,249.5238858
10501,T,393,79.56,390,289.87,246.6333333,321.9377778,299.7051852,306.6398765,320.3263374,330.7034294,343.0463649,333.3711995,329.0342046,309.3759488,303.1884298,297.1246612
10502,T,371,347.9,72.72,268.66,231,199.15,242.6222222,231.6748148,232.8604938,254.0781893,267.5270233,252.1240329,244.9354656,233.278299,228.6127331,224.0404784
10503,T,464.52,443.39,25.25,306.4133333,264.0666667,204.8174074,274.778642,259.6173663,256.7190947,283.2421811,284.6187471,277.113754,267.3510881,258.9614662,253.7822369,248.7065921
10504,T,302.94,466.29,188.87,318.12,323.18,289.3896296,330.2865432,328.8177778,329.8176955,355.0064609,377.0909541,345.85489,335.1609744,325.5706691,319.0592557,312.6780706
10505,T,473.28,466.48,90.9,336.4666667,309.1733333,255.3007407,315.1471605,307.3441152,302.4109739,338.830599,336.6470965,330.474698,309.9558536,300.4490804,294.4400988,288.5512968
10506,T,73,271.32,268.26,198.66,238.3577778,245.0548148,237.8314815,256.2800823,260.3085871,259.1097211,281.8838942,274.0464421,257.7244653,253.3846142,248.316922,243.3505835
10507,T,105.93,372,305,263.9466667,315.9055556,301.8281481,309.2828395,319.1682305,325.7385597,334.702332,360.0402042,346.9875039,323.6825772,323.9239727,317.4454933,311.0965834
10508,T,250.92,368,62.62,223.08,222.8133333,177.0222222,214.3296296,214.7883128,207.0162689,230.5290535,233.6040238,230.7118773,216.6642026,214.0374582,209.756709,205.5615748
10509,T,391.88,119.34,208,240.0433333,183.8044444,217.4062963,222.7037037,217.8264609,233.9862826,237.3446639,258.6206371,243.3638637,230.5458477,226.2108879,221.6866701,217.2529367
10510,T,407,292.05,374,362.2533333,342.5555556,372.7437037,370.8703704,379.5022222,393.3130453,405.9258116,430.5404359,420.5527592,388.4051025,377.8538167,370.2967404,362.8908056
10511,T,316.13,336.6,466.14,370,396.78,425.6,407.5166667,429.6214815,431.4919753,439.8327572,480.9728669,453.411294,452.8004496,425.610096,417.0978941,408.7559362
10512,T,251.86,128,232.65,206.6666667,193.6866667,221.0444444,214.4995062,214.9863374,227.1053909,243.1517147,251.3677122,239.9104324,225.2028131,223.2689213,218.8035429,214.427472
10513,T,368.65,10.1,181.17,182.28,127.5966667,171.7155556,168.697037,160.711358,172.3859671,176.0908916,190.3148011,181.235458,175.8270929,171.0735186,167.6520482,164.2990073
10514,T,54.45,248.49,222.46,174.1133333,218.5555556,218.1277778,215.4134568,223.8501646,228.7589712,236.369433,252.4723152,245.3670208,237.1583405,220.9050447,216.4869438,212.1572049
10515,T,201.88,445.9,454.5,366.63,429.3622222,427.6025926,431.7780247,447.7644444,460.4229355,487.5903932,502.4075659,476.6212691,455.998993,439.9482578,431.1492927,422.5263068
10516,T,34,250.48,359.66,218.4966667,282.6533333,298.2874074,278.2924691,296.6444444,303.9816461,318.0550526,332.6802957,320.9931525,301.2743657,296.5291262,290.5985437,284.7865728
10517,T,119,507.96,389.64,329.67,396.2466667,384.3044444,396.0585185,413.1333333,420.2949794,451.1769547,461.0685139,444.1398781,418.2093477,414.7293028,406.4347167,398.3060224
10518,T,439.56,397,381.15,408.6666667,396.8888889,416.6944444,420.8425926,434.0173663,438.4729767,471.0541655,490.356438,462.6366184,458.7299734,430.6982655,422.0843002,413.6426142
10519,T,210.08,257.55,206.04,217.2333333,226.2222222,225.2948148,234.7965432,236.9543621,241.8491084,258.5004527,275.9400244,264.6221613,253.8475673,236.1160091,231.393689,226.7658152
10520,T,118.8,123,318.24,181.3,204.6,246.2833333,223.3525926,233.9866667,241.981893,249.5463923,260.7056241,252.2475781,249.1036834,238.8178445,234.0414876,229.3606579
10521,T,44.55,463.54,90.78,200.31,249.6822222,191.1388889,227.9628395,231.7848971,224.2928669,251.317444,254.7917711,241.923973,241.6218962,226.5238287,221.9933521,217.5534851
10522,T,489.02,474.21,81.34,350.13,305.2222222,254.7151852,320.1854321,304.8002881,308.6606996,337.3478601,340.5057156,328.7281349,313.6732832,309.6684973,303.4751273,297.4056248
10523,T,98.94,268.66,174.42,178,205,190.2066667,198.6833333,208.4,209.7351852,224.646749,232.7321536,228.0373114,209.4303765,209.435015,205.2463147,201.1413884
10524,T,325,253.82,228.69,274.3833333,253.8888889,264.7944444,272.2092593,278.0666255,278.5092044,295.1156607,312.0118854,294.3550704,281.7212535,278.9740943,273.3946125,267.9267202
10525,T,12.74,41.16,237,97.33333333,124.19,159.3896296,134.1198765,145.4577778,152.9165844,155.1386831,162.0171925,155.393436,151.6973092,144.2304575,141.3458484,138.5189314
10526,T,345,343.98,472.36,396.5933333,412.6411111,444.8503704,430.137037,452.6953909,455.1520027,476.3077046,515.454827,478.1855764,477.5120214,444.6673065,435.7739604,427.0584812
10527,T,58,414.54,310.07,267.92,324.2711111,309.1907407,315.7883951,331.33893,329.8199451,357.99754,369.3070858,358.4003455,334.5207506,331.7419895,325.1071497,318.6050067
10528,T,74.74,453.74,473.69,331.98,413.9955556,425.282963,408.3462963,439.2977778,441.6809328,458.9215135,499.03697,477.2056587,448.9424851,437.5637258,428.8124513,420.2362022
10529,T,198.94,90.16,435.12,251.26,258.17,326.5481481,288.4518519,309.7528807,327.013882,326.1667124,358.2403597,330.5070086,323.0341979,306.6836347,300.549962,294.5389628
10530,T,506.94,470,92.92,345.94,308.05,262.5,320.8266667,311.6188889,313.0607407,335.6553086,347.6046091,335.8273525,326.3741289,310.9458832,304.7269656,298.6324263
10531,T,220.18,223.38,50.96,166.26,141.7733333,125.8833333,149.6444444,147.9035802,148.6235391,158.8849931,162.1443073,157.8679698,150.5973876,144.7080365,141.8138758,138.9775983
10532,T,376.73,160.72,299,284.24,247.2222222,283.2118519,285.6371605,286.7193416,295.1515775,308.6819936,332.2791876,317.4317594,298.1730807,287.5675293,281.8161788,276.1798552
10533,T,427,104.04,33.32,187.6666667,108.9677778,115.3444444,143.2439506,127.0355556,135.375583,144.4711843,148.846685,146.5714982,137.2748924,130.4413276,127.832501,125.275851
10534,T,363.12,453.74,167,325.38,322.7511111,282.6103704,325.0535802,326.2553909,324.7534156,353.4264563,356.5605853,355.6873647,330.4299446,320.8408535,314.4240365,308.1355557
10535,T,304.92,220.32,49.98,191,155.04,134.5866667,165.7833333,157.1314815,159.6493827,172.4526749,184.1443759,174.0146594,169.0028715,160.9689051,157.749527,154.5945365
10536,T,232.3,364.14,130.56,240.7166667,238.7,210.5807407,243.2202469,241.5244444,241.7668313,267.5001372,265.7433928,253.834733,243.8683365,236.7828572,232.0472001,227.4062561
10537,T,185.84,389.64,99.96,221.3333333,233.7777778,189.9014815,225.9501235,229.3754733,224.9478189,240.0634202,252.8827008,243.3503755,230.2365087,227.6744478,223.1209588,218.6585396
10538,T,20,71.4,445.9,178.0333333,230.8444444,299.462963,250.1469136,276.9631687,283.6990398,300.1426612,315.988325,293.335302,281.2082711,274.7679317,269.2725731,263.8871216
10539,T,233.64,41,270.3,180.6666667,162.2222222,208.7085185,194.5682716,194.9865844,207.7898491,211.971765,224.0329477,217.7659899,205.5717218,202.1861796,198.142456,194.1796068
10540,T,109,220.18,91,142.12,146.4555556,130.3903704,145.3796296,149.2177778,146.5010837,160.3001646,166.561704,163.1757354,151.520348,145.8804418,142.9628329,140.1035763
10541,T,169.29,100.98,400.97,218.8666667,238.37,295.6481481,262.9018519,277.5571193,294.8230041,297.2321445,315.9988493,306.2377961,291.7079253,279.3952915,273.8073857,268.3312379
10542,T,67.67,265,490.62,273.71,332.22,378.2133333,340.7833333,369.8,377.8975309,390.7290535,415.9329767,394.9054778,376.7339323,364.0726236,356.7911711,349.6553477
10543,T,116.82,36.72,294,148.3066667,160.82,212.7762963,184.8854321,192.5383539,208.0680384,215.4030178,227.1749733,211.5134441,201.1252177,196.298296,192.3723301,188.5248835
10544,T,103.02,204,185.22,168.3,184.14,189,185.85,193.67,200.8533333,200.6044444,224.7685185,213.5095062,204.571358,197.5171468,193.5668038,189.6954678
10545,T,173.4,179.78,300.9,216.4766667,231.4022222,255.9940741,241.3574074,251.4940329,258.3494376,280.769273,284.7667962,277.8257633,270.1596928,256.4085094,251.2803392,246.2547325
10546,T,407.03,247.45,278.19,306.57,281.3411111,304.2277778,307.287037,312.8120576,324.568011,330.3836763,346.6346594,332.9117081,327.0072724,309.4930861,303.3032244,297.2371599
10547,T,371.68,338,142.41,287.98,258.8533333,232.4748148,269.1745679,264.0311111,263.0951989,295.9133059,297.8586953,292.8450541,281.665068,263.9196586,258.6412654,253.4684401
10548,T,431.46,441.66,204,356.8666667,333.4122222,307.6474074,342.7407407,342.8444444,347.6827572,376.4577686,383.0490047,373.2061291,361.7135691,345.2169558,338.3126167,331.5463644
10549,T,402.78,83,188.87,229.27,168.98,199.0188889,205.0611111,199.5066667,208.2797119,215.1169684,230.2464106,226.1705548,214.3816618,202.7664768,198.7111473,194.7369243
10550,T,206.04,342,316.54,283.22,311.64,322.4,324.0066667,339.2322222,339.8592593,357.9960494,374.6169959,367.7818244,346.1839598,330.898927,324.2809485,317.7953295
10551,T,110.88,495.91,378,320.46,398.6666667,378.9255556,390.0348148,410.9569136,403.0936626,429.7235117,461.8118336,441.3673906,415.8101428,397.5352885,389.5845827,381.7928911
10552,T,97.97,415.14,318.15,270.27,334.9833333,315.7522222,318.9277778,335.9667901,345.0660082,354.898834,372.2759945,358.4138333,352.5697455,334.252492,327.5674422,321.0160933
10553,T,457.53,319.26,439.04,396.5733333,396.3266667,430.2903704,422.437037,429.6468313,450.5123045,463.7286923,504.4368237,472.936909,452.1109153,432.0800881,423.4384864,414.9697166
10554,T,156.8,258,254.52,227.8,249.3333333,249.522963,250.0553086,256.8968724,260.1167627,281.0881939,298.7250419,279.1735437,274.3900896,257.828392,252.6718242,247.6183877
10555,T,444,259.08,333.63,348.45,305.76,347.9,345.9166667,350.2,361.1802469,386.2727572,398.5149246,392.9388203,363.1366438,359.7919321,352.5960935,345.5441716
10556,T,169.29,291.06,313.1,261.9266667,285.89,294.6181481,294.7323457,309.8739918,316.7264746,329.6002881,350.832873,338.9723518,324.7279319,308.0263013,301.8657752,295.8284597
10557,T,108.12,236.34,171,170.3333333,191.7777778,183.0348148,190.7345679,195.9597119,198.2866941,202.8464929,226.8806203,211.7224463,208.3711037,193.9040147,190.0259344,186.2254158
10558,T,311.64,291.89,232,274.0733333,264.22,267.3040741,282.1259259,283.5852263,288.2115501,308.6135711,323.5006371,315.5978789,305.2939271,283.8516467,278.1746137,272.6111214
10559,T,441,337.34,134.64,305.3566667,253.55,237.0525926,278.6360494,269.6844444,272.330727,291.3890718,300.2652035,300.4704771,286.5180501,275.713053,270.1987919,264.7948161
10560,T,71.4,60.6,427.68,189.2066667,224.18,290.3837037,245.8153086,264.0302058,283.9514952,275.7902698,297.7390032,288.3397084,279.0146038,265.2173792,259.9130317,254.714771
